p_iso3,p_country_name,fsi_2022_ss_p,contr_ss_fdi_inward,fdi_inward,contr_ss_fdi_eq_inward,fdi_eq_inward,contr_ss_fdi_debt_inward,fdi_debt_inward,contr_ss_fdi_outward,fdi_outward,contr_ss_fdi_eq_outward,fdi_eq_outward,contr_ss_fdi_debt_outward,fdi_debt_outward,contr_ss_pi_inward,pi_inward,contr_ss_pi_eq_inward,pi_eq_inward,contr_ss_pi_debt_inward,pi_debt_inward,contr_ss_pi_outward,pi_outward,contr_ss_pi_eq_outward,pi_eq_outward,contr_ss_pi_debt_outward,pi_debt_outward,contr_ss_imports_tot,imports_tot,contr_ss_imports_agric,imports_agric,contr_ss_imports_chemic,imports_chemic,contr_ss_imports_electro,imports_electro,contr_ss_imports_machine,imports_machine,contr_ss_imports_metals,imports_metals,contr_ss_imports_mineral,imports_mineral,contr_ss_imports_stone,imports_stone,contr_ss_imports_textil,imports_textil,contr_ss_imports_vehicle,imports_vehicle,contr_ss_exports_tot,exports_tot,contr_ss_exports_agric,exports_agric,contr_ss_exports_chemic,exports_chemic,contr_ss_exports_electro,exports_electro,contr_ss_exports_machine,exports_machine,contr_ss_exports_metals,exports_metals,contr_ss_exports_mineral,exports_mineral,contr_ss_exports_stone,exports_stone,contr_ss_exports_textil,exports_textil,contr_ss_exports_vehicle,exports_vehicle
CHE,Switzerland,70.050003,73.459038,2369.39703654635,73.033798,1540.64140344292,123.97219,1326.9078457207,19.274771,34.623508,21.962137,34.623508,62.340828,41.141075,87.575287,2916.70415252997,86.315826,753.631785622231,105.57516,2163.07236690774,1.8609872,.0250066093583836,,,2.4880514,.0250066093583836,41.782364,736.67505,28.325737,31.16037216425967,59.372528,215.0825684313309,60.844326,100.8434493485428,72.539871,332.3806569335047,42.791538,27.98698403800325,21.770628,2.535761934980634,47.986855,11.77089866159856,28.540564,7.208940019969363,27.706512,7.705385098516941,67.066666,2599.5789,38.662361,65.14086603327561,38.859962,41.55236153441144,43.088673,25.11218807302043,44.831028,53.01682514359988,27.213955,5.794087972079637,5.3582735,.0358530002981424,286.33853,2222.607550861857,87.67662,177.9824657510376,32.535107,8.336544109204784
SYC,Seychelles,72.175003,69.993523,1566.27401818911,72.285156,1141.48279320121,92.76236,424.7912249879,48.558964,423.06168,55.32925,423.06168,,,14.840685,10.846799046,,,19.765503,10.846799046,,,,,,,14.695245,24.491739,27.536837,21.87726980810566,5.6727519,.1433580011462327,.50476706,.0000439999997616,2.4207103,.0094389997103717,20.733019,2.432552926643752,,,,,4.9488912,.0287209994001314,1.0904803,.0003589999973774,8.536993,4.0972252,12.063173,1.512046989777708,7.6436605,.2416490020062775,7.8654184,.1167220008899458,5.8024426,.087842001212528,7.4265323,.0899830002981471,2.6867449,.0034539999365807,13.205185,.1665899982824922,20.5312,1.746468977763783,8.9467287,.1324690017718822
BMU,Bermuda,70.125,69.548134,1991.48061044179,79.66288,1980.22961229039,25.361122,11.2509981514,,,,,,,63.375057,1094.76375337597,50.856003,152.662400975174,80.284447,942.101352400799,,,,,,,.37535918,.00052900001,.37038854,.0000690000001341,.35876545,.0000469999983907,.52180934,.0000630000010133,,,,,,,,,1.0445331,.0003500000033528,,,5.2166753,1.211663,4.7554212,.1200529984794557,3.449038,.0287740007042885,4.5203853,.0287170003578067,2.9802504,.0154260000959039,2.4921365,.0044070000685751,,,3.0842521,.0027510000318289,8.2474051,.1467219993872568,15.33646,.8648129771426321
KWT,Kuwait,74.574997,66.306313,991.97536887,76.09037,991.866521,6.4993892,.10884787,,,,,,,54.239822,394.490563029394,,,72.239082,394.490563029394,6.1761098,.5203600234668559,,,8.257165,.5203600234668559,36.480721,279.13962,6.1840763,.1845940002631396,42.239948,44.09129252556339,2.6953921,.0049909999980591,7.0908384,.1767390037998557,47.048458,21.17643915099371,114.80684,211.7059736328125,29.005545,1.479857981197536,11.720621,.2842300023407442,5.5612922,.0354740004390478,34.068439,193.98752,42.199253,48.22108189139515,25.56612,6.736235938057304,38.354439,10.08268681286275,36.406937,16.1645669041574,65.787331,46.59840196026489,14.543584,.4081310021579266,26.555836,1.009339999400079,50.368904,19.21088580822526,69.145096,45.55621220937371
MUS,Mauritius,70.125,63.82238,1539,73.210861,1537,67.486481,212,45.530861,452,50.528606,417.61563,107.6832,210,65.776695,1224,100.92025,1193,25.726822,31,5.3431396,.586180881814959,,,7.1435232,.586180881814959,6.7428608,3.06653,11.714802,2.18313797338109,4.7633104,.1099999964570161,6.1068301,.1009839988946915,4.9845147,.1068049997175112,6.716609,.1071890012770891,,,14.400305,.315046998290345,7.7573962,.1433670027281623,,,22.634945,98.977997,29.77165,29.45877994529158,21.060265,6.550850814776495,12.392342,.5916609954759479,13.345153,1.385051006387919,42.513844,21.87855746908858,48.39362,26.15970337715745,28.72303,2.221936957420781,32.490978,8.970810980137438,19.437597,1.760655995346606
PAN,Panama,72.724998,59.153828,883.020064140966,67.854256,881.822432369666,13.406388,1.1976317713,32.183491,115.03308,36.670643,115.03308,,,11.844007,5.14948240152664,,,15.774392,5.14948240152664,,,,,,,16.265762,31.019888,7.3406401,.387061985258013,2.0423217,.0062479999801144,4.6500139,.0321269997954369,5.1273494,.0837730021849275,19.038063,1.759020006898791,,,,,4.3257651,.0179139995491132,48.077427,28.7337431640625,24.181898,86.970901,31.817463,25.91224234594498,24.230455,7.189411056771874,30.991749,6.668885985511238,27.665804,8.892570065511391,14.471045,.6217699858471751,,,23.759386,.9062519935816526,51.133121,25.19721990971547,40.624214,11.5825490899384
CYM,Cayman Islands,72.625,57.487713,820.58832203517,63.45892,730.30793306417,56.399567,90.28038897100001,99.52919,3444.7117,40.638447,158.51001,,,95.581444,2740.1008832,122.57082,1559.363312,96.151588,1180.7375712,39.421299,171.757415311534,23.917448,11.0119239007834,51.553089,160.745491410751,1.7849872,.041505001,,,,,.21009314,3.00000002608e-06,.42992121,.0000500000007451,5.429173,.0413030014038086,,,.75403416,.0000329999998212,.80295652,.0001160000041127,,,5.0094404,.78279603,2.3258631,.010248000013642,3.8322468,.0287969996072352,,,.8961525,.000305999994278,.48018274,.0000230000000447,,,4.4452229,.0060089999046177,10.521031,.22222799721919,14.33437,.5151849992275238
ARE,United Arab Emirates,79.224998,44.713482,176.494365160721,25.639063,22.0165684110215,87.571266,154.4777967497,27.481102,33.145069,31.312628,33.145069,,,72.902908,555.770616980074,,,97.095444,555.770616980074,77.58979,598.6206153273309,,,103.73386,598.6206153273309,78.287636,1600.6263,44.269218,39.2896113131285,86.246277,217.762338291653,36.398163,7.130816036270931,49.314091,34.49305603564088,124.49325,227.6319394275579,232.57457,1021.164334055338,102.28852,37.65621434584959,43.459888,8.407422955086805,38.985664,7.090496922716499,79.17997,1412.9998,105.96226,442.9506221146945,80.91925,123.9245783607031,111.25108,142.7648161054896,80.251289,100.4492741033125,109.25184,123.8253600006708,63.212063,19.44303997087479,155.80405,118.2695421494842,135.6501,217.7205303998176,115.64309,123.6521428902592
AUS,Australia,56.150002,44.516762,3860.09688776692,48.328606,3267.89510072622,48.79314,592.2017870407,32.344395,1197.6388,35.06498,1031.5576,,,40.298138,2080.31020000001,55.421227,1460.2992,37.120293,688.248679932813,16.640396,130.870294038254,5.7336526,1.5368807183693,22.159988,129.333413319885,37.521515,3905.3818,52.040596,1414.526499330498,33.448021,281.5044148558449,21.990892,34.85310709918291,29.226563,159.1343400481352,48.529186,298.8250739090372,93.082924,1450.879487889363,59.489746,164.1702645015596,27.522879,47.3250194873286,27.334555,54.16393107986997,36.322849,3023.0693,44.641895,734.0774271900422,42.354584,393.8359983161996,42.928684,181.7872504303195,37.524357,227.5844943802718,42.147968,157.5671002237704,61.974113,406.0760661859527,85.638809,435.2720228440762,60.240135,422.5801198467605,33.105003,64.28886609126255
DEU,Germany,56.700001,43.01165,3189.2329,47.210457,2790.4254,48.228924,523.8615121974,7.4173918,13.2307,8.4515543,13.2307,41.641239,82.215698,68.791527,9479.3475,46.285683,779.2085,89.037216,8700.138999999999,11.072927,35.32138805816169,,,14.803976,35.32138805816169,33.485119,2542.6023,28.760231,218.7065678462161,45.397484,644.7177393402085,43.155338,241.2775780027136,57.093975,1086.680933402604,40.770733,162.3132180254734,20.368723,13.92556833340833,32.259514,23.97959880594234,33.26775,76.55609903018409,31.293459,74.44494051265717,38.30965,3248.877,44.870884,682.8229861403139,41.265438,333.6367722000332,47.286514,222.5527036718959,47.932426,434.5018567654759,37.635078,102.7577159516608,48.703327,180.5313677433077,34.030529,25.01815559818968,87.899979,1202.591226557433,34.118385,64.46447948023025
QAT,Qatar,73.574997,39.420116,235.373174361152,45.235191,235.320850551152,4.8892632,.05232381,,,,,,,11.934281,4.745016769999999,,,15.894625,4.745016769999999,18.253721,15.1698057088976,,,24.404358,15.1698057088976,46.643593,658.83124,2.6883247,.0171239995416254,45.677319,62.95805918428815,7.688427,.1307979999221861,5.8437634,.1117080013704253,60.693241,51.33394250597805,149.15378,524.2031452636719,1.8909456,.0004630000004545,3.729213,.0103379999147728,44.167347,20.06567687505484,33.358257,205.63361,35.298981,31.86956877122295,32.26622,15.29093686870858,32.713551,7.06446506754309,27.906408,8.220352974014357,45.16396,17.02500810683426,11.594394,.233504997253418,36.321278,2.916137016107328,46.294018,16.84230106032453,88.035721,106.1713317260146
VNM,Vietnam,80.875,37.378109,85.644377233,40.452507,71.830833,41.657906,13.813544233,90.618462,987.18414,103.25374,987.20959,,,21.902071,12.51837757,,,29.170183,12.51837757,36.147865,50.2825658645042,21.508511,3.0408596647878,47.333435,47.2417061997164,102.90688,3019.7786,98.215332,356.403089046922,116.91084,450.5651720528866,179.44943,709.8367554373224,105.94298,284.0969685666564,165.60391,445.0810511077896,110.62047,91.27397706006258,101.1827,30.27654749452369,186.74068,554.045385220688,99.595291,98.19964516331255,130.10945,5207.7988,169.79974,1514.064357816871,144.84071,590.3444613890574,164.48462,383.2797516714093,120.27853,280.9226452504702,197.2708,605.5406661538622,222.9987,709.0922001745701,115.93074,40.47287001113407,149.836,243.7355879745212,233.0208,840.3460483248811
VIR,US Virgin Islands,71.925003,34.998711,202.028443955397,40.164536,202.028443955397,,,,,,,,,8.359417,2,,,11.133454,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
